Sl No,Field Name,English,Hindi,Marathi,Malayalam,Tamil,Urdu,Bengali,Assamese,Gujarati,Kashmiri,Kannada,Odiya,KhaSI,Punjabi,Telegu,Konkani
invalid_debit_card_detail,Invalid Debit Card details,The Debit Card details entered are invalid. Please try again later or visit your Preferred Branch for assistance.,दर्ज किए गया डेबिट कार्ड विवरण अमान्य हैं। कृपया बाद में पुनः प्रयास करें या सहायता के लिए अपनी पसंदीदा शाखा में जाएँ।,प्रविष्ट केलेले डेबिट कार्ड तपशील अवैध आहेत. कृपया नंतर पुन्हा प्रयत्न करा किंवा मदतीसाठी तुमच्या पसंतीच्या शाखेला भेट द्या.,നൽകിയ ഡെബിറ്റ് കാർഡ് വിശദാംശങ്ങൾ അസാധുവാണ്. ദയവായി പിന്നീട് വീണ്ടും ശ്രമിക്കുക അല്ലെങ്കിൽ സഹായത്തിനായി നിങ്ങൾ തിരഞ്ഞെടുത്ത ബ്രാഞ്ച് സന്ദർശിക്കുക.,உள்ளிட்ட டெபிட் கார்டு விவரங்கள் தவறானவை. பிறகு முயற்சிக்கவும் அல்லது உதவிக்கு நீங்கள் விரும்பும் கிளைக்குச் செல்லவும்.,درج کردہ ڈیبٹ کارڈ کی تفصیلات غلط ہیں۔ براہ کرم بعد میں دوبارہ کوشش کریں یا مدد کے لیے اپنی پسندیدہ برانچ پر جائیں۔,প্রবেশ করা ডেবিট কার্ড বিবরণ অবৈধ. অনুগ্রহ করে পরে আবার চেষ্টা করুন বা সহায়তার জন্য আপনার পছন্দের শাখায় যান।,প্ৰৱেশ কৰা ডেবিট কাৰ্ডৰ বিৱৰণ অবৈধ। অনুগ্ৰহ কৰি পিছত পুনৰ চেষ্টা কৰক বা সহায়ৰ বাবে আপোনাৰ পছন্দৰ শাখালৈ যাওক।,દાખલ કરેલ ડેબિટ કાર્ડ વિગતો અમાન્ય છે. કૃપા કરીને પછીથી ફરી પ્રયાસ કરો અથવા સહાય માટે તમારી પસંદગીની શાખાની મુલાકાત લો.,درج کردہ ڈیبٹ کارڈ کی تفصیلات غیر درست ہیں۔ براہ کرم بعد میں دوبارہ کوشش کریں یا مدد کے لیے اپنی پسندیدہ شاخ میں جائیں۔,ನಮೂದಿಸಿದ ಡೆಬಿಟ್ ಕಾರ್ಡ್ ವಿವರಗಳು ಅಮಾನ್ಯವಾಗಿವೆ. ದಯವಿಟ್ಟು ನಂತರ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ ಅಥವಾ ಸಹಾಯಕ್ಕಾಗಿ ನಿಮ್ಮ ಆದ್ಯತೆಯ ಶಾಖೆಗೆ ಭೇಟಿ ನೀಡಿ.,ପ୍ରବେଶ କରିଥିବା ଡେବିଟ୍ କାର୍ଡ ବିବରଣୀ ବୈଧ ନୁହେଁ | ଦୟାକରି ପରେ ପୁନର୍ବାର ଚେଷ୍ଟା କରନ୍ତୁ କିମ୍ବା ସହାୟତା ପାଇଁ ଆପଣଙ୍କର ପସନ୍ଦିତ ଶାଖାକୁ ପରିଦର୍ଶନ କରନ୍ତୁ |,Ki jingtip jong ka Debit Card ba la pynrung kim long kiba biang. Sngewbha pyrshang biang hadien lane leit sha ka Preferred Branch jong phi ban ioh jingiarap.,ਦਾਖਲ ਕੀਤੇ ਡੈਬਿਟ ਕਾਰਡ ਵੇਰਵੇ ਅਵੈਧ ਹਨ। ਕਿਰਪਾ ਕਰਕੇ ਬਾਅਦ ਵਿੱਚ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ ਜਾਂ ਸਹਾਇਤਾ ਲਈ ਆਪਣੀ ਪਸੰਦੀਦਾ ਸ਼ਾਖਾ ਵਿੱਚ ਜਾਓ।,నమోదు చేసిన డెబిట్ కార్డ్ వివరాలు చెల్లవు. దయచేసి తర్వాత మళ్లీ ప్రయత్నించండి లేదా సహాయం కోసం మీ ప్రాధాన్య శాఖను సందర్శించండి.,दाखयल्लो डेबिट कार्डाचो तपशील अवैध आसा. उपकार करून फुडें परतून यत्न करात वा मदती खातीर तुमच्या आवडीच्या शाखेक भेट दिवची.
expiry_date,Expiry Date,Expiry Date,समाप्ति तिथि,समाप्ती तारीख,അവസാന തീയതി,இறுதி தேதி,اختتامی تاریخ,শেষ তারিখ,শেষৰ তাৰিখ,સમાપ્તિ તારીખ,میعاد ختم ہونے کی تاریخ,ಅಂತಿಮ ದಿನಾಂಕ,ଶେଷ ତାରିଖ,Ka tarik ba kut,ਸਮਾਪਤੀ ਮਿਤੀ,ముగింపు తేదీ,सोंपपाची तारीख
atm_pin,ATM Pin,ATM PIN,एटीएम पिन,एटीएम पिन,എടിഎം പിൻ,ஏடிஎம் முள்,اے ٹی ایم پن,এটিএম পিন,এটিএম পিন,એટીએમ પિન,اے ٹی ایم پن,ಎಟಿಎಂ ಪಿನ್,ଏଟିଏମ୍ ପିନ,PIN jong ka ATM,ਏਟੀਐਮ ਪਿੰਨ,ఏటిఎం పిన్,एटीएम पिन
customer_id,Customer ID,Customer ID,ग्राहक आईडी,ग्राहक आयडी,ഉപഭോക്തൃ ഐഡി,வாடிக்கையாளர் ஐடி,کسٹمر آئی ڈی,গ্রাহক আইডি,গ্ৰাহক আইডি,ગ્રાહક આઈડી,گاہک آئی ڈی,ಗ್ರಾಹಕ ಐಡಿ,ଗ୍ରାହକ ଆଇଡି,ID jong u nongthied,ਗਾਹਕ ਆਈ.ਡੀ,కస్టమర్ ఐడి,गिरायक आयडी
6_digit_token,6 Digit Token,Please enter your 6-Digit Branch Token Number,कृपया अपना 6 अंकीय शाखा टोकन संख्या दर्ज करें,कृपया तुमचा 6 अंकी शाखा टोकन क्रमांक प्रविष्ट करा,നിങ്ങളുടെ 6 അക്ക ബ്രാഞ്ച് ടോക്കൺ നമ്പർ നൽകുക,உங்கள் 6 இலக்க கிளை டோக்கன் எண்ணை உள்ளிடவும்,براہ کرم اپنا 6 ہندسوں کی برانچ ٹوکن نمبر درج کریں۔,অনুগ্রহ করে আপনার 6 সংখ্যার শাখা টোকেন নম্বর লিখুন,অনুগ্ৰহ কৰি আপোনাৰ 6 অংকৰ শাখা টোকেন নম্বৰ দিয়ক,કૃપા કરીને તમારો 6 અંકનો શાખા ટોકન નંબર દાખલ કરો,براہ کرم اپنا 6 عددی شاخ ٹوکن نمبر درج کریں,ದಯವಿಟ್ಟು ನಿಮ್ಮ 6 ಅಂಕಿಯ ಶಾಖೆಯ ಟೋಕನ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ,ଦୟାକରି ଆପଣଙ୍କର 6 ଅଙ୍କ ବିଶିଷ୍ଟ ଶାଖା ଟୋକେନ୍ ନମ୍ବର ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung ia u Nombar Token Branch ba 6-Digit .,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ 6 ਅੰਕਾਂ ਦਾ ਬ੍ਰਾਂਚ ਟੋਕਨ ਨੰਬਰ ਦਾਖਲ ਕਰੋ,దయచేసి మీ 6 అంకెల బ్రాంచ్ టోకెన్ నంబర్‌ను నమోదు చేయండి,उपकार करून तुमचो 6 अंकांचो शाखा टोकन क्रमांक घालात
validation_in_progress,Validation in Progress,Validation in progress,सत्यापन प्रगति पर है,पडताळणी चालू आहे,പരിശോധന പുരോഗമിക്കുന്നു,சரிபார்ப்பு நடைபெறுகிறது,تصدیق جاری ہے۔,যাচাইকরণ চলছে,পৰীক্ষণ চলি আছে,ચકાસણી ચાલુ છે,تصدیق جاری ہے,ಪರಿಶೀಲನೆ ಪ್ರಗತಿಯಲ್ಲಿದೆ,ଯାଞ୍ଚ ଚାଲିଛି |,Ka jingpynshisha ka dang iaid shakhmat,ਪੁਸ਼ਟੀਕਰਨ ਜਾਰੀ ਹੈ,ధృవీకరణ ప్రోగ్రెస్‌లో ఉంది,सत्यापन चालू आसा
,,,,,,,,,,,,,,,,,#मोल!
set_mPin,,,,,,,,,,,,,,,,,#मोल!
APP STRING KEY Name,English Text,English Text,,,,,,,,,,,,Jingthoh Phareng,,,
set_your_pin,Please set your,Please set your,कृपया अपना सेट करें,कृपया तुमचे सेट करा,ദയവായി നിങ്ങളുടേത് സജ്ജമാക്കുക,தயவுசெய்து உங்களுடையதை அமைக்கவும்,براہ کرم اپنا سیٹ کریں۔,আপনার সেট করুন,অনুগ্ৰহ কৰি আপোনাৰটো ছেট কৰক,કૃપા કરીને તમારું સેટ કરો,براہ کرم اپنا سیٹ کریں,ದಯವಿಟ್ಟು ನಿಮ್ಮದನ್ನು ಹೊಂದಿಸಿ,ଦୟାକରି ଆପଣଙ୍କର ସେଟ୍ କରନ୍ତୁ |,Sngewbha set ia ka,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਸੈੱਟ ਕਰੋ,దయచేసి మీది సెట్ చేయండి,उपकार करून तुमचें सेट करात
mPin,Login PIN,Login PIN,लॉगिन पिन,लॉगिन पिन,ലോഗിൻ പിൻ,உள்நுழைவு முள்,لاگ ان پن,লগইন পিন,লগইন পিন,લૉગિન પિન,لاگ ان پن,ಲಾಗಿನ್ ಪಿನ್,ଲଗଇନ୍ ପିନ୍ |,PIN ban rung,ਲਾਗਇਨ ਪਿੰਨ,లాగిన్ పిన్,लॉगिन पिन
set_your_pin_description,Ensure a safer banking with a secured Login PIN,Ensure safer banking by securing your Login PIN.,अपना लॉगिन पिन सुरक्षित करके सुरक्षित बैंकिंग सुनिश्चित करें।,तुमचा लॉगिन पिन सुरक्षित करून सुरक्षित बँकिंगची खात्री करा.,നിങ്ങളുടെ ലോഗിൻ പിൻ സുരക്ഷിതമാക്കി സുരക്ഷിത ബാങ്കിംഗ് ഉറപ്പാക്കുക.,உங்கள் உள்நுழைவு பின்னைப் பாதுகாப்பதன் மூலம் பாதுகாப்பான வங்கிச் சேவையை உறுதிசெய்யவும்.,اپنا لاگ ان پن محفوظ کرکے محفوظ بینکنگ کو یقینی بنائیں۔,আপনার লগইন পিন সুরক্ষিত করে নিরাপদ ব্যাঙ্কিং নিশ্চিত করুন।,আপোনাৰ লগইন পিন সুৰক্ষিত কৰি সুৰক্ষিত বেংকিং নিশ্চিত কৰক।,તમારો લોગિન પિન સુરક્ષિત કરીને સુરક્ષિત બેંકિંગની ખાતરી કરો.,اپنے لاگ ان پن کو محفوظ بنا کر محفوظ بینکنگ کو یقینی بنائیں۔,ನಿಮ್ಮ ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸುವ ಮೂಲಕ ಸುರಕ್ಷಿತ ಬ್ಯಾಂಕಿಂಗ್ ಅನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ.,ଆପଣଙ୍କର ଲଗଇନ୍ ପିନ ସୁରକ୍ଷିତ କରି ସୁରକ୍ଷିତ ବ୍ୟାଙ୍କିଙ୍ଗ୍ ନିଶ୍ଚିତ କରନ୍ତୁ |,Pynthikna ia ka jingtreikam kaba kham shngain da kaba pynskhem ia u PIN Login jong phi.,ਆਪਣੇ ਲੌਗਇਨ ਪਿੰਨ ਨੂੰ ਸੁਰੱਖਿਅਤ ਕਰਕੇ ਸੁਰੱਖਿਅਤ ਬੈਂਕਿੰਗ ਯਕੀਨੀ ਬਣਾਓ।,మీ లాగిన్ పిన్‌ను భద్రపరచడం ద్వారా సురక్షిత బ్యాంకింగ్‌ను నిర్ధారించుకోండి.,तुमचो लॉगीन पिन सुरक्षीत करून सुरक्षीत बँकिंग सुनिश्चीत करात.
enter_mPin,Enter Login PIN,Please enter your Login PIN.,कृपया अपना लॉगिन पिन दर्ज करें।,कृपया तुमचा लॉगिन पिन प्रविष्ट करा.,നിങ്ങളുടെ ലോഗിൻ പിൻ നൽകുക.,உங்கள் உள்நுழைவு பின்னை உள்ளிடவும்.,براہ کرم اپنا لاگ ان پن درج کریں۔,আপনার লগইন পিন লিখুন.,অনুগ্ৰহ কৰি আপোনাৰ লগইন পিন দিয়ক।,કૃપા કરીને તમારો લૉગિન પિન દાખલ કરો.,براہ کرم اپنا لاگ ان پن درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಲಾಗಿನ್ ಪಿನ್ ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ଲଗଇନ୍ ପିନ ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung ia u Login PIN jong phi.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਲੌਗਇਨ ਪਿੰਨ ਦਾਖਲ ਕਰੋ।,దయచేసి మీ లాగిన్ పిన్‌ని నమోదు చేయండి.,उपकार करून तुमचो लॉगीन पिन घालात.
re_enter_mPin,Re-enter Login PIN,Please re-enter your Login PIN.,कृपया अपना लॉगिन पिन पुनः दर्ज करें।,कृपया तुमचा लॉगिन पिन पुन्हा एंटर करा.,നിങ്ങളുടെ ലോഗിൻ പിൻ വീണ്ടും നൽകുക.,உங்கள் உள்நுழைவு பின்னை மீண்டும் உள்ளிடவும்.,براہ کرم اپنا لاگ ان پن دوبارہ درج کریں۔,অনুগ্রহ করে আপনার লগইন পিন পুনরায় লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ লগইন পিন পুনৰ প্ৰৱেশ কৰক।,કૃપા કરીને તમારો લોગિન પિન ફરીથી દાખલ કરો.,براہ کرم اپنا لاگ ان پن دوبارہ درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ಮರು-ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ଲଗଇନ୍ ପିନ ପୁନ - ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung biang ia u Login PIN jong phi.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਲੌਗਇਨ ਪਿੰਨ ਦੁਬਾਰਾ ਦਰਜ ਕਰੋ।,దయచేసి మీ లాగిన్ పిన్‌ని మళ్లీ నమోదు చేయండి.,उपकार करून तुमचो लॉगीन पिन परतून दाखयात.
set_successfully,Login PIN Reset Successfully!,Login PIN reset successfully!,लॉगिन पिन सफलतापूर्वक रीसेट हो गया!,लॉगिन पिन यशस्वीरित्या रीसेट!,ലോഗിൻ പിൻ വിജയകരമായി പുനഃസജ്ജമാക്കുക!,உள்நுழைவு பின் வெற்றிகரமாக மீட்டமைக்கப்பட்டது!,لاگ ان پن کامیابی کے ساتھ دوبارہ ترتیب دیا گیا!,লগইন পিন সফলভাবে রিসেট!,লগইন পিন সফলতাৰে ৰিছেট কৰক!,લોગિન પિન સફળતાપૂર્વક રીસેટ!,لاگ ان پن کامیابی سے دوبارہ ترتیب دیا گیا!,ಲಾಗಿನ್ ಪಿನ್ ಯಶಸ್ವಿಯಾಗಿ ಮರುಹೊಂದಿಸಿ!,ଲଗଇନ୍ ପିନ ସଫଳତାର ସହିତ ପୁନ res ସେଟ୍ କରନ୍ତୁ!,La pynthymmai ia ka PIN login da kaba jop!,ਲੌਗਇਨ ਪਿੰਨ ਸਫਲਤਾਪੂਰਵਕ ਰੀਸੈਟ!,లాగిన్ పిన్ విజయవంతంగా రీసెట్ చేయబడింది!,लॉगीन पिन यशस्वीपणान रीसेट!
